cid,doi,literature_type,formula,smile,fingerprint,topological,weight,heavy_atom,type,label
79599,US-10559815-B2,patent,C6H6BBrO2,B(C1=CC=C(C=C1)Br)(O)O,000003718260300000100000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040888000000A8082022801110802000208000088A170000000000000000000000000000000000000000000000000000,40.5,199.96442,10,LIB,0
79599,US-10199637-B2,patent,C6H6BBrO2,B(C1=CC=C(C=C1)Br)(O)O,000003718260300000100000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040888000000A8082022801110802000208000088A170000000000000000000000000000000000000000000000000000,40.5,199.96442,10,LMB,0
138991,US-7045242-B2,patent,C3H9BO2,B(C)(OC)OC,00000371C24030000000000000000000000000000000000000000000000000000000000000002812000000000000000000020200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,18.5,88.0695597,6,LIB,0
4374257,US-9480166-B2,patent,C8H11BO4,B(C1=CC(=CC(=C1)OC)OC)(O)O,00000371C2703800000000000000000000000000000000000000300000000000000000010000281A000008000008048090023206800004008000204200000208002020000088000608880C272284311A80302025C01508A80780600C0000000008000000000000001000000000000000000000,58.9,182.075039,13,Other,0
10125044,CN-116845343-A,patent,B,[11B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,0
10125044,CN-109699194-A,patent,B,[11B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
10125044,US-2019190071-A1,patent,B,[11B],00000371020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,11.0093052,1,LIB,1
4374262,CN-111146496-A,patent,C7H9BO3,B(C1=CC=CC=C1CO)(O)O,00000371C2603000000000000000000000000000000000000000300000000000000000010000281A00000800000C00A0980230008000020080022042000002000020000008880000088808362280111080700024C00108980780C0200E00000000000000000000000000000000000000000000,60.7,152.0644743,11,LIB,0
12166934,WO-2015015377-A1,patent,C18H16BNO2,B(C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)(O)O,00000371E27A30000000000000000000000000000000000000003060C0000000000000015000281C0000080000080881100030C083000000800024424000820000210200088800006488082062C09191842008608000C8C8071000000000000000000000000000000000000000000000000000,43.7,289.1274089,22,Other,0
12166934,US-8575355-B2,patent,C18H16BNO2,B(C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)(O)O,00000371E27A30000000000000000000000000000000000000003060C0000000000000015000281C0000080000080881100030C083000000800024424000820000210200088800006488082062C09191842008608000C8C8071000000000000000000000000000000000000000000000000000,43.7,289.1274089,22,Other,0
3016474,CN-116284523-A,patent,C10H12BNO3,B(C1=CC(=CC=C1)NC(=O)C(=C)C)(O)O,00000371C2723000000000000000000000000000000000000000300000000000000000010000281E00100800000C0881900032C082C000008802255250008200002102000888010064C8082022C09191842008609400C8C8871000000000000000000000000000000000000000000000000000,69.6,205.0910234,15,LIB,1
2762525,CN-119275349-A,patent,C9H18BNO4,B(C1CCCN1C(=O)OC(C)(C)C)(O)O,00000371E2723800000000000000000000000000000160000000000000000000000000000000281E00000800000C44C180040208030004000800000018000000000000000000000800000000000080000C00000006008000000000000000000000000000000000000000000000000000000000,70.0,215.1328882,15,LIB,1
11759390,JP-WO2019082904-A1,patent,C7H15BO2,B1(OC(C(O1)(C)C)(C)C)C,00000371C2603000000000000000000000000000000120000000000000000000000000000000281A00000000000C448080000200000000000000000000000000000000000000000000000100000000000000000000000000000000000880000000000000000000000000000000000000000000,18.5,142.1165099,10,LIB,1
161571,US-1008860-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,1
161571,JP-2019075501-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,1
161571,CN-114976169-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,0
161571,US-1266557-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,1
161571,KR-20030045081-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,1
161571,US-2019994-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,0
161571,JP-2016134406-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,1
161571,CN-118486894-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,0
161571,TW-201530584-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,0
161571,TW-200407920-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,1
161571,JP-2012255213-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,1
161571,US-2016126547-A1,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,0
161571,US-1602951-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,1
161571,US-11024836-B2,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,0
161571,JP-6646672-B2,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,1
161571,CN-104067361-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,0
161571,US-5485346-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,0
161571,KR-940003741-B1,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,0
161571,KR-20130012007-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,0
161571,KR-100608466-B1,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,0
161571,US-1004533-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,0
161571,CN-110429268-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,0
161571,JP-2016130371-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,1
161571,JP-5293743-B2,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,1
161571,US-10535873-B2,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,0
161571,CN-117542660-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,0
161571,KR-101587209-B1,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,0
161571,EP-0227433-A2,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,0
161571,US-2031128-A,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,0
161571,US-10790507-B2,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,0
161571,JP-6453223-B2,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,LIB,1
161571,CN-102017034-B,patent,BH12N3O3,B([O-])([O-])[O-].[NH4+].[NH4+].[NH4+],00000371C20330000000000000000000000000000000000000000000000000000000000000000800001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.2,113.0971714,7,Other,-1
