cid,smiles
45785887,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=N2)C(C)(C)C
67283616,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(N=C2)N)C#N
42631247,B1(OC(C(O1)(C)C)(C)C)C2=CN=C(C=C2)C3=NN(N=N3)C
67468095,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2)CC#N
87742857,B(C1=C(C(=CC(=C1F)F)OCC)F)(C2=C(C(=CC(=C2F)F)OCC)F)C3=C(C(=CC(=C3F)F)OCC)F
85781604,B(C1=C(C=C(C=C1C)C)C)(C2=C(C=C(C=C2C)C)C)C3=C(C(=C(C(=C3C)C)I)C)C
54339726,B(OC=CCCCCCCCCC)(OC=CCCCCCCCCC)OC=CCCCCCCCCC
37132,B(OCCN(CC)CC)(OCCN(CC)CC)OCCN(CC)CC
89840283,B(N1C(=CC(=C1/C(=C\2/C3=CC=CC=C3C(=N2)C4=CC=C(C=C4)C)/C)C)C)(OCC(C(F)(F)F)(F)F)OCC(C(F)(F)F)(F)F
11020197,B(/C=C\C(C)(C)C)(OC(C)C)OC(C)C
25130127,B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C(=C2)[N+](=O)[O-])N)C
68229229,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C3CCCN(C3)C(=O)OC(C)(C)C
20773371,B1(OC(C(O1)(C)C)(C)C)C2=CCN(CC2)C
45786548,B1(OC(C(O1)(C)C)(C)C)C2=NC=CC(=C2)C3CCOCC3
12192578,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC=C2OC)OC
74789420,B1(OC(C(O1)(C)C)(C)C)C2=CN=CC(=C2Cl)F
17750466,B1(OC(C(O1)(C)C)(C)C)C2=NC=C(C=C2)F
45785707,B1(OC(C(O1)(C)C)(C)C)C2=CC(=NC=C2)N
45786289,B1(OC(C(O1)(C)C)(C)C)C2=NC(=CC=C2)C3=CC(=C(C=C3)F)F
66521161,B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2)C3=CC(=C(C=C3)F)F
